ProductID,Weight,FatContent,ProductVisibility,ProductType,MRP,OutletID,EstablishmentYear,OutletSize,LocationType,OutletType,OutletAge,VisibilityPercent,PremiumProduct
NCM42,12.695633368756642,Low Fat,0.028184344,Household,109.6912,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,2.8184344,False
FDA46,13.6,Low Fat,0.196897637,Snack Foods,193.7136,OUT010,1998,Unknown,Tier 3,Grocery Store,27,19.6897637,False
FDA31,7.1,Low Fat,0.109920138,Fruits and Vegetables,175.008,OUT013,1987,High,Tier 3,Supermarket Type1,38,10.9920138,False
NCJ31,19.2,Low Fat,0.182619235,Others,239.9196,OUT035,2004,Small,Tier 2,Supermarket Type1,21,18.261923499999998,True
FDG52,13.65,LF,0.065630844,Frozen Foods,47.7402,OUT046,1997,Small,Tier 1,Supermarket Type1,28,6.563084399999999,False
NCL19,12.695633368756642,Low Fat,0.027447057,Others,142.347,OUT019,1985,Small,Tier 1,Grocery Store,40,2.7447057,False
FDS10,19.2,Low Fat,0.035178935,Snack Foods,180.7318,OUT035,2004,Small,Tier 2,Supermarket Type1,21,3.5178935,False
FDX22,6.785,Regular,0.038455125,Snack Foods,209.4928,OUT010,1998,Unknown,Tier 3,Grocery Store,27,3.8455125,True
NCF19,13.0,Low Fat,0.035102094,Household,47.6034,OUT035,2004,Small,Tier 2,Supermarket Type1,21,3.5102094,False
NCE06,5.825,Low Fat,0.091485232,Household,161.3894,OUT046,1997,Small,Tier 1,Supermarket Type1,28,9.1485232,False
DRC27,13.8,Low Fat,0.058102469,Dairy,244.6802,OUT046,1997,Small,Tier 1,Supermarket Type1,28,5.8102469,True
FDE21,12.8,LF,0.022940349,Fruits and Vegetables,116.5492,OUT035,2004,Small,Tier 2,Supermarket Type1,21,2.2940348999999998,False
NCR42,12.695633368756642,Low Fat,0.06737681,Household,32.09,OUT019,1985,Small,Tier 1,Grocery Store,40,6.737680999999999,False
FDX51,9.5,Regular,0.022148582,Meat,194.9452,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,2.2148582,False
NCR06,12.5,Low Fat,0.006792707,Household,42.4112,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,0.6792707,False
FDU31,12.695633368756642,Regular,0.024870035,Fruits and Vegetables,217.7508,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,2.4870034999999997,True
FDU59,5.78,Low Fat,0.096931426,Breads,164.2552,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,9.6931426,False
FDR03,12.695633368756642,Regular,0.008693632,Meat,205.098,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,0.8693632,True
FDS49,12.695633368756642,Low Fat,0.078961284,Canned,80.3644,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,7.8961284,False
FDD48,10.395,Low Fat,0.050479463,Baking Goods,114.0176,OUT010,1998,Unknown,Tier 3,Grocery Store,27,5.0479463,False
NCF18,18.35,Low Fat,0.089485918,Household,192.1504,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,8.948591799999999,False
NCD43,12.695633368756642,Low Fat,0.01594238,Household,103.3964,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,1.5942379999999998,False
NCD54,21.1,Low Fat,0.029127115,Household,143.3786,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,2.9127115,False
FDY19,19.75,LF,0.069236421,Fruits and Vegetables,116.6466,OUT010,1998,Unknown,Tier 3,Grocery Store,27,6.9236421,False
NCY54,8.43,Low Fat,0.178699961,Household,173.9422,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,17.869996099999998,False
NCL19,15.35,Low Fat,0.015740089,Others,144.847,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,1.5740089,False
FDP23,6.71,Low Fat,0.059565107,Breads,217.2166,OUT010,1998,Unknown,Tier 3,Grocery Store,27,5.9565107,True
FDC26,10.195,Low Fat,0.126277921,Canned,112.1886,OUT013,1987,High,Tier 3,Supermarket Type1,38,12.627792099999999,False
FDR14,11.65,Low Fat,0.291322397,Dairy,55.8298,OUT010,1998,Unknown,Tier 3,Grocery Store,27,29.1322397,False
NCS41,12.85,Low Fat,0.053433908,Health and Hygiene,183.2608,OUT035,2004,Small,Tier 2,Supermarket Type1,21,5.3433908,False
FDF41,12.15,Low Fat,0.131155007,Frozen Foods,248.146,OUT035,2004,Small,Tier 2,Supermarket Type1,21,13.115500699999998,True
FDU34,18.25,Low Fat,0.075194929,Snack Foods,124.9046,OUT046,1997,Small,Tier 1,Supermarket Type1,28,7.5194928999999995,False
DRH11,5.98,Low Fat,0.075557965,Hard Drinks,57.0614,OUT046,1997,Small,Tier 1,Supermarket Type1,28,7.5557965000000005,False
FDM03,12.65,Low Fat,0.122928415,Meat,106.6938,OUT013,1987,High,Tier 3,Supermarket Type1,38,12.2928415,False
FDS31,13.1,Regular,0.044442342,Fruits and Vegetables,181.0318,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,4.4442342,False
FDJ20,20.7,Regular,0.100741569,Fruits and Vegetables,122.3388,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,10.0741569,False
FDV44,12.695633368756642,Regular,0.039651481,Fruits and Vegetables,188.7188,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,3.9651481000000004,False
FDG02,7.855,Low Fat,0.011278673,Canned,188.8188,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,1.1278673,False
FDA09,13.35,Regular,0.0,Snack Foods,179.666,OUT013,1987,High,Tier 3,Supermarket Type1,38,0.0,False
FDT04,17.25,LF,0.106952661,Frozen Foods,38.3822,OUT013,1987,High,Tier 3,Supermarket Type1,38,10.695266100000001,False
FDL58,12.695633368756642,Regular,0.129825457,Snack Foods,263.2568,OUT019,1985,Small,Tier 1,Grocery Store,40,12.982545700000001,True
FDE52,10.395,Regular,0.029947409,Dairy,90.1514,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,2.9947409,False
FDW12,8.315,Regular,0.035565457,Baking Goods,144.8444,OUT035,2004,Small,Tier 2,Supermarket Type1,21,3.5565457,False
FDL51,20.7,Regular,0.047760002,Dairy,214.9876,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,4.7760002,True
NCY42,12.695633368756642,Low Fat,0.015089147,Household,141.347,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,1.5089147,False
FDR07,21.35,Low Fat,0.07818366,Fruits and Vegetables,96.8094,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,7.818366,False
FDN40,5.88,Low Fat,0.086632125,Frozen Foods,152.6998,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,8.6632125,False
FDB35,12.695633368756642,Regular,0.064306056,Starchy Foods,90.3804,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,6.4306056,False
FDA22,7.435,low fat,0.08493006,Starchy Foods,165.8158,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,8.493006,False
NCL06,14.65,Low Fat,0.072066634,Household,262.5594,OUT046,1997,Small,Tier 1,Supermarket Type1,28,7.2066634,True
FDI35,14.0,Low Fat,0.041256807,Starchy Foods,181.2634,OUT013,1987,High,Tier 3,Supermarket Type1,38,4.1256807,False
NCW42,18.2,Low Fat,0.058587558,Household,221.6456,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,5.8587558,True
NCX06,17.6,Low Fat,0.015711434,Household,180.0976,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,1.5711434,False
FDC37,12.695633368756642,Low Fat,0.032714163,Baking Goods,108.1938,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,3.2714163,False
FDZ14,7.71,Regular,0.047782552,Dairy,122.3756,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,4.7782552,False
DRG49,7.81,Low Fat,0.067560171,Soft Drinks,245.2486,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,6.7560171,True
NCG06,16.35,Low Fat,0.029505077,Household,256.2646,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,2.9505077,True
DRC36,13.0,Regular,0.045076104,Soft Drinks,173.7054,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,4.5076104,False
FDV21,12.695633368756642,Low Fat,0.299544153,Snack Foods,124.8704,OUT019,1985,Small,Tier 1,Grocery Store,40,29.954415299999997,False
FDB53,13.35,Low Fat,0.139452413,Frozen Foods,148.6392,OUT046,1997,Small,Tier 1,Supermarket Type1,28,13.9452413,False
DRP47,12.695633368756642,Low Fat,0.246178257,Hard Drinks,252.4382,OUT019,1985,Small,Tier 1,Grocery Store,40,24.6178257,True
FDA14,16.1,LF,0.065128984,Dairy,145.176,OUT013,1987,High,Tier 3,Supermarket Type1,38,6.5128984,False
DRC24,17.85,Low Fat,0.024816585,Soft Drinks,152.6998,OUT035,2004,Small,Tier 2,Supermarket Type1,21,2.4816585,False
FDW21,5.34,Regular,0.005988175,Snack Foods,100.6358,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,0.5988175,False
NCH29,5.51,Low Fat,0.034473804,Health and Hygiene,97.3726,OUT046,1997,Small,Tier 1,Supermarket Type1,28,3.4473803999999997,False
FDU58,6.61,Regular,0.028987582,Snack Foods,188.6898,OUT013,1987,High,Tier 3,Supermarket Type1,38,2.8987582,False
FDY27,6.38,Low Fat,0.032078604,Dairy,177.6344,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,3.2078603999999995,False
FDV56,16.1,Regular,0.013593151,Fruits and Vegetables,108.9596,OUT035,2004,Small,Tier 2,Supermarket Type1,21,1.3593150999999999,False
FDT59,13.65,LF,0.015911432,Breads,230.5668,OUT046,1997,Small,Tier 1,Supermarket Type1,28,1.5911431999999999,True
FDB23,19.2,Regular,0.005588601,Starchy Foods,225.5062,OUT046,1997,Small,Tier 1,Supermarket Type1,28,0.5588601000000001,True
FDR49,8.71,Low Fat,0.139510771,Canned,46.2376,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,13.951077100000001,False
FDB03,17.75,Regular,0.262504325,Dairy,242.2538,OUT010,1998,Unknown,Tier 3,Grocery Store,27,26.2504325,True
FDN39,19.35,Regular,0.0,Meat,165.7816,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,0.0,False
FDX02,12.695633368756642,Low Fat,0.056783774,Dairy,223.1404,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,5.6783774000000005,True
FDQ16,12.695633368756642,Low Fat,0.041536279,Frozen Foods,107.7912,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,4.1536279,False
FDU35,6.44,Low Fat,0.079538056,Breads,99.47,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,7.9538056,False
NCT29,12.6,Low Fat,0.064057374,Health and Hygiene,122.1414,OUT013,1987,High,Tier 3,Supermarket Type1,38,6.4057374,False
FDZ27,7.935,Low Fat,0.017156262,Dairy,48.135,OUT046,1997,Small,Tier 1,Supermarket Type1,28,1.7156261999999998,False
FDN57,18.25,Low Fat,0.054540968,Snack Foods,140.4154,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,5.4540968,False
FDA03,18.5,Regular,0.045648973,Dairy,145.6102,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,4.5648973,False
FDZ36,6.035,Regular,0.065917194,Baking Goods,185.724,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,6.5917194,False
NCU05,11.8,Low Fat,0.058687359,Health and Hygiene,81.1618,OUT013,1987,High,Tier 3,Supermarket Type1,38,5.8687359,False
FDT39,6.26,Regular,0.009908113,Meat,151.1366,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,0.9908113,False
FDK60,16.5,Regular,0.094395215,Baking Goods,97.2068,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,9.4395215,False
FDZ25,15.7,Regular,0.02777326,Canned,169.279,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,2.777326,False
FDG12,6.635,reg,0.006326106,Baking Goods,122.1098,OUT046,1997,Small,Tier 1,Supermarket Type1,28,0.6326106,False
DRB01,12.695633368756642,low fat,0.143990546,Soft Drinks,191.553,OUT019,1985,Small,Tier 1,Grocery Store,40,14.3990546,False
NCC43,12.695633368756642,Low Fat,0.09233359,Household,250.6066,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,9.233359,True
FDX13,12.695633368756642,Low Fat,0.083661793,Canned,248.6092,OUT019,1985,Small,Tier 1,Grocery Store,40,8.3661793,True
FDM22,14.0,Regular,0.042022999,Snack Foods,53.064,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,4.2022999,False
FDJ03,12.695633368756642,Regular,0.072044336,Dairy,48.8692,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,7.2044336,False
FDU14,17.75,Low Fat,0.0,Dairy,249.775,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,0.0,True
FDB33,17.75,Low Fat,0.024404214,Fruits and Vegetables,159.0262,OUT010,1998,Unknown,Tier 3,Grocery Store,27,2.4404214,False
FDP27,8.155,Low Fat,0.119450639,Meat,190.653,OUT046,1997,Small,Tier 1,Supermarket Type1,28,11.9450639,False
FDO38,17.25,Low Fat,0.121917641,Canned,76.6986,OUT010,1998,Unknown,Tier 3,Grocery Store,27,12.191764099999999,False
FDE28,12.695633368756642,Regular,0.131905128,Frozen Foods,232.0668,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,13.1905128,True
FDO27,6.175,Regular,0.179043614,Meat,95.3752,OUT035,2004,Small,Tier 2,Supermarket Type1,21,17.9043614,False
DRL23,12.695633368756642,Low Fat,0.0152302,Hard Drinks,107.0938,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,1.5230199999999998,False
FDS28,8.18,Regular,0.082401592,Frozen Foods,55.9588,OUT046,1997,Small,Tier 1,Supermarket Type1,28,8.240159199999999,False
FDX24,8.355,Low Fat,0.013917468,Baking Goods,92.5462,OUT013,1987,High,Tier 3,Supermarket Type1,38,1.3917468,False
FDZ02,6.905,Regular,0.038140213,Dairy,96.3726,OUT035,2004,Small,Tier 2,Supermarket Type1,21,3.8140213,False
FDL46,20.35,Low Fat,0.054166556,Snack Foods,116.9466,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,5.4166555999999995,False
FDS60,12.695633368756642,Low Fat,0.03229139,Baking Goods,178.766,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,3.2291390000000004,False
NCO06,19.25,Low Fat,0.108641498,Household,33.0558,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,10.8641498,False
FDO16,5.48,Low Fat,0.015105338,Frozen Foods,84.625,OUT035,2004,Small,Tier 2,Supermarket Type1,21,1.5105338,False
FDC60,5.425,Regular,0.114650377,Baking Goods,87.3514,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,11.4650377,False
FDA48,12.1,Low Fat,0.115342009,Baking Goods,220.2114,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,11.5342009,True
FDZ36,12.695633368756642,Regular,0.0,Baking Goods,186.424,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,0.0,False
FDK27,11.0,Low Fat,0.00896468,Meat,120.6756,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,0.8964679999999999,False
FDW23,5.765,Low Fat,0.082346376,Baking Goods,38.8164,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,8.2346376,False
FDM14,13.8,Low Fat,0.013318,Canned,110.1254,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,1.3318,False
FDM14,13.8,Low Fat,0.01325293,Canned,108.2254,OUT013,1987,High,Tier 3,Supermarket Type1,38,1.325293,False
FDW60,5.44,Regular,0.017131453,Baking Goods,177.837,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,1.7131453,False
FDE21,12.8,Low Fat,0.022925594,Fruits and Vegetables,116.4492,OUT013,1987,High,Tier 3,Supermarket Type1,38,2.2925594,False
NCM42,6.13,Low Fat,0.028316137,Household,109.3912,OUT035,2004,Small,Tier 2,Supermarket Type1,21,2.8316137,False
FDY59,8.195,Low Fat,0.052562923,Baking Goods,93.9462,OUT010,1998,Unknown,Tier 3,Grocery Store,27,5.2562923,False
DRI49,14.15,Low Fat,0.1837926,Soft Drinks,81.3276,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,18.37926,False
FDT28,12.695633368756642,Low Fat,0.111296158,Frozen Foods,151.2708,OUT019,1985,Small,Tier 1,Grocery Store,40,11.1296158,False
FDQ22,16.75,Low Fat,0.029860799,Snack Foods,39.5822,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,2.9860799,False
FDR60,14.3,LF,0.130617879,Baking Goods,76.5328,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,13.061787899999999,False
FDC50,12.695633368756642,LF,0.238990225,Canned,94.7094,OUT019,1985,Small,Tier 1,Grocery Store,40,23.8990225,False
FDV24,5.635,Low Fat,0.103186396,Baking Goods,151.805,OUT013,1987,High,Tier 3,Supermarket Type1,38,10.3186396,False
DRF48,5.73,Low Fat,0.0,Soft Drinks,188.3898,OUT010,1998,Unknown,Tier 3,Grocery Store,27,0.0,False
FDQ47,7.155,Regular,0.168186376,Breads,36.5874,OUT046,1997,Small,Tier 1,Supermarket Type1,28,16.8186376,False
DRN36,15.2,low fat,0.050255855,Soft Drinks,97.3752,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,5.0255855,False
NCY06,15.25,Low Fat,0.061173235,Household,128.5968,OUT035,2004,Small,Tier 2,Supermarket Type1,21,6.1173235,False
FDE52,10.395,Regular,0.029881147,Dairy,89.5514,OUT035,2004,Small,Tier 2,Supermarket Type1,21,2.9881147,False
NCB54,8.76,Low Fat,0.050154219,Health and Hygiene,126.9336,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,5.0154219,False
NCF31,9.13,Low Fat,0.051837621,Household,152.6024,OUT035,2004,Small,Tier 2,Supermarket Type1,21,5.1837621,False
FDJ08,12.695633368756642,Low Fat,0.11013617,Fruits and Vegetables,189.7846,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,11.013617,False
NCC07,19.6,Low Fat,0.024086626,Household,106.0964,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,2.4086626,False
NCD19,12.695633368756642,Low Fat,0.013115567,Household,53.7614,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,1.3115567,False
FDL46,20.35,Low Fat,0.0,Snack Foods,118.9466,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,0.0,False
FDM20,10.0,Low Fat,0.038764258,Fruits and Vegetables,246.2144,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,3.8764258000000003,True
NCI06,11.3,Low Fat,0.07986963,Household,180.466,OUT010,1998,Unknown,Tier 3,Grocery Store,27,7.986962999999999,False
DRM11,6.57,Low Fat,0.066057085,Hard Drinks,259.3278,OUT035,2004,Small,Tier 2,Supermarket Type1,21,6.6057085,True
NCH07,13.15,Low Fat,0.093044518,Household,158.4604,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,9.3044518,False
FDS23,4.635,Low Fat,0.140771867,Breads,129.4994,OUT013,1987,High,Tier 3,Supermarket Type1,38,14.077186699999999,False
FDO49,10.6,Regular,0.033186809,Breakfast,49.1008,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,3.3186809,False
FDS35,9.3,Low Fat,0.11139344,Breads,65.2826,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,11.139344,False
DRK39,7.02,Low Fat,0.049966527,Dairy,82.525,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,4.996652699999999,False
DRI39,13.8,Low Fat,0.097212998,Dairy,58.293,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,9.721299799999999,False
FDV04,7.825,Regular,0.150863781,Frozen Foods,158.0288,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,15.086378100000001,False
NCN14,19.1,Low Fat,0.091900406,Others,182.5608,OUT035,2004,Small,Tier 2,Supermarket Type1,21,9.1900406,False
FDH08,7.51,Low Fat,0.017414576,Fruits and Vegetables,231.101,OUT013,1987,High,Tier 3,Supermarket Type1,38,1.7414576000000002,True
FDS20,8.85,Low Fat,0.053866912,Fruits and Vegetables,183.0292,OUT046,1997,Small,Tier 1,Supermarket Type1,28,5.3866912000000005,False
FDV40,17.35,Low Fat,0.014714625,Frozen Foods,75.4038,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,1.4714625000000001,False
FDZ48,17.75,Low Fat,0.127140836,Baking Goods,110.5544,OUT010,1998,Unknown,Tier 3,Grocery Store,27,12.7140836,False
FDS24,12.695633368756642,Regular,0.061923154,Baking Goods,87.5514,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,6.1923154,False
FDK44,16.6,Low Fat,0.122417514,Fruits and Vegetables,174.3738,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,12.2417514,False
FDS48,15.15,Low Fat,0.0,Baking Goods,150.4708,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,0.0,False
FDK26,5.46,Regular,0.053858378,Canned,186.924,OUT010,1998,Unknown,Tier 3,Grocery Store,27,5.3858378,False
FDD23,9.5,Regular,0.048784266,Starchy Foods,188.5898,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,4.8784266,False
NCH54,13.5,LF,0.073080167,Household,161.492,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,7.3080167000000005,False
NCP14,8.275,Low Fat,0.184602443,Household,106.5306,OUT010,1998,Unknown,Tier 3,Grocery Store,27,18.4602443,False
FDM60,10.8,Regular,0.080582001,Baking Goods,39.4138,OUT010,1998,Unknown,Tier 3,Grocery Store,27,8.0582001,False
FDV24,5.635,Low Fat,0.103856487,Baking Goods,151.305,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,10.385648699999999,False
FDH08,7.51,Low Fat,0.017500079,Fruits and Vegetables,228.801,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,1.7500079000000002,True
FDS12,12.695633368756642,Low Fat,0.173275373,Baking Goods,127.6362,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,17.3275373,False
FDR39,12.695633368756642,Low Fat,0.083393481,Meat,180.6292,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,8.3393481,False
FDP12,12.695633368756642,Regular,0.0450476,Baking Goods,36.4874,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,4.50476,False
DRF60,12.695633368756642,Low Fat,0.051816577,Soft Drinks,236.4564,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,5.181657700000001,True
FDC09,15.5,Regular,0.026297031,Fruits and Vegetables,102.7332,OUT035,2004,Small,Tier 2,Supermarket Type1,21,2.6297031,False
FDF50,4.905,low fat,0.117808305,Canned,198.5768,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,11.7808305,False
FDG28,9.285,Regular,0.049270974,Frozen Foods,243.9144,OUT035,2004,Small,Tier 2,Supermarket Type1,21,4.9270974,True
NCE19,8.97,Low Fat,0.093540749,Household,55.4956,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,9.3540749,False
NCM53,18.75,Low Fat,0.087105823,Health and Hygiene,108.228,OUT010,1998,Unknown,Tier 3,Grocery Store,27,8.7105823,False
NCN18,8.895,Low Fat,0.0,Household,110.9544,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,0.0,False
FDF32,16.35,Low Fat,0.068068082,Fruits and Vegetables,199.1426,OUT035,2004,Small,Tier 2,Supermarket Type1,21,6.8068082,False
FDF11,10.195,Regular,0.01761655,Starchy Foods,239.4538,OUT013,1987,High,Tier 3,Supermarket Type1,38,1.7616550000000002,True
DRI59,9.5,Low Fat,0.040898157,Hard Drinks,225.2088,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,4.0898157,True
NCG54,12.1,Low Fat,0.079791176,Household,169.5106,OUT035,2004,Small,Tier 2,Supermarket Type1,21,7.9791176,False
FDM44,12.5,Low Fat,0.031049674,Fruits and Vegetables,101.399,OUT046,1997,Small,Tier 1,Supermarket Type1,28,3.1049674,False
FDT57,15.2,Low Fat,0.019112323,Snack Foods,236.2248,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,1.9112323,True
FDV24,5.635,Low Fat,0.103272336,Baking Goods,151.205,OUT046,1997,Small,Tier 1,Supermarket Type1,28,10.327233600000001,False
FDI50,12.695633368756642,Regular,0.054001526,Canned,227.8352,OUT019,1985,Small,Tier 1,Grocery Store,40,5.4001526,True
FDS09,8.895,Regular,0.081073148,Snack Foods,51.2008,OUT035,2004,Small,Tier 2,Supermarket Type1,21,8.1073148,False
NCC31,12.695633368756642,Low Fat,0.019774239,Household,154.5972,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,1.9774238999999998,False
FDQ07,12.695633368756642,Regular,0.153038134,Fruits and Vegetables,219.0456,OUT019,1985,Small,Tier 1,Grocery Store,40,15.3038134,True
FDC22,6.89,Regular,0.13720009,Snack Foods,191.882,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,13.720009,False
FDZ56,16.25,Low Fat,0.02573698,Fruits and Vegetables,169.3474,OUT046,1997,Small,Tier 1,Supermarket Type1,28,2.573698,False
